,,,,,,,,,,,,,,,,,
Main Stat,,,,Determination,,,Direct Hit,,,Critical Hit,,,,Skill Speed,,,
2346,10.78,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2348,10.79,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2350,10.8,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2352,10.81,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2354,10.82,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2356,10.83,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2358,10.84,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2360,10.85,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2362,10.86,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2364,10.87,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2366,10.88,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2368,10.89,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2370,10.9,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2372,10.91,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2374,10.92,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2376,10.93,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2378,10.94,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2380,10.95,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2382,10.96,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2384,10.97,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2386,10.98,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2388,10.99,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2390,11,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2392,11.01,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2394,11.02,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2396,11.03,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2398,11.04,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2400,11.05,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2402,11.06,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2404,11.07,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2406,11.08,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2408,11.09,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2410,11.1,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2412,11.11,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2414,11.12,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2416,11.13,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2418,11.14,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2420,11.15,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2422,11.16,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2424,11.17,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2426,11.18,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2428,11.19,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2430,11.2,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2432,11.21,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2434,11.22,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2436,11.23,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2438,11.24,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2440,11.25,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2442,11.26,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2444,11.27,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2446,11.28,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2448,11.29,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2450,11.3,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2452,11.31,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2454,11.32,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2456,11.33,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2458,11.34,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2460,11.35,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2462,11.36,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2464,11.37,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2466,11.38,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2468,11.39,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2470,11.4,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2472,11.41,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2474,11.42,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2476,11.43,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2478,11.44,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2480,11.45,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2482,11.46,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2484,11.47,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2486,11.48,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2488,11.49,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2490,11.5,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2492,11.51,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2494,11.52,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2496,11.53,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2498,11.54,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2500,11.55,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2502,11.56,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2504,11.57,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2506,11.58,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2508,11.59,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2510,11.6,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2512,11.61,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2514,11.62,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2516,11.63,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2518,11.64,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2520,11.65,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2522,11.66,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2524,11.67,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2526,11.68,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2528,11.69,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2530,11.7,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2532,11.71,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2534,11.72,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2536,11.73,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2538,11.74,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2540,11.75,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2542,11.76,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2544,11.77,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2546,11.78,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2548,11.79,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2550,11.8,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2552,11.81,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2554,11.82,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2556,11.83,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2558,11.84,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2560,11.85,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2562,11.86,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2564,11.87,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2566,11.88,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2568,11.89,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2570,11.9,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2572,11.91,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2574,11.92,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2576,11.93,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2578,11.94,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2580,11.95,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2582,11.96,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2584,11.97,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2586,11.98,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2588,11.99,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2590,12,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2592,12.01,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2594,12.02,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2596,12.03,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2598,12.04,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2600,12.05,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2602,12.06,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2604,12.07,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2606,12.08,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2608,12.09,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2610,12.1,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2612,12.11,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2614,12.12,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2616,12.13,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2618,12.14,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2620,12.15,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2622,12.16,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2624,12.17,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2626,12.18,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2628,12.19,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2630,12.2,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2632,12.21,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2634,12.22,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2636,12.23,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2638,12.24,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2640,12.25,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2642,12.26,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2644,12.27,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2646,12.28,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2648,12.29,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2650,12.3,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2652,12.31,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2654,12.32,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2656,12.33,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2658,12.34,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2660,12.35,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2662,12.36,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2664,12.37,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2666,12.38,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2668,12.39,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2670,12.4,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2672,12.41,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2674,12.42,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2676,12.43,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2678,12.44,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2680,12.45,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2682,12.46,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2684,12.47,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2686,12.48,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2688,12.49,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2690,12.5,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2692,12.51,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2694,12.52,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2696,12.53,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2698,12.54,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2700,12.55,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2702,12.56,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2704,12.57,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2706,12.58,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2708,12.59,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2710,12.6,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2712,12.61,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2714,12.62,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2716,12.63,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2718,12.64,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2720,12.65,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2722,12.66,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2724,12.67,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2726,12.68,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2728,12.69,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2730,12.7,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2732,12.71,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2734,12.72,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2736,12.73,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2738,12.74,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2740,12.75,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2742,12.76,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2744,12.77,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2746,12.78,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2748,12.79,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2750,12.8,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2752,12.81,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2754,12.82,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2756,12.83,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2758,12.84,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2760,12.85,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2762,12.86,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2764,12.87,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2766,12.88,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2768,12.89,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2770,12.9,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2772,12.91,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2774,12.92,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2776,12.93,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2778,12.94,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2780,12.95,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2782,12.96,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2784,12.97,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2786,12.98,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2788,12.99,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2790,13,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2792,13.01,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2794,13.02,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2796,13.03,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2798,13.04,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2800,13.05,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2802,13.06,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2804,13.07,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2806,13.08,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2808,13.09,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2810,13.1,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2812,13.11,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2814,13.12,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2816,13.13,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2818,13.14,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2820,13.15,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2822,13.16,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2824,13.17,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2826,13.18,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2828,13.19,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2830,13.2,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2832,13.21,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2834,13.22,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2836,13.23,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2838,13.24,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2840,13.25,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2842,13.26,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2844,13.27,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2846,13.28,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2848,13.29,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2850,13.3,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2852,13.31,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2854,13.32,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2856,13.33,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2858,13.34,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2860,13.35,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2862,13.36,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2864,13.37,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2866,13.38,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2868,13.39,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2870,13.4,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2872,13.41,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2874,13.42,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2876,13.43,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2878,13.44,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2880,13.45,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2882,13.46,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2884,13.47,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2886,13.48,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2888,13.49,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2890,13.5,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2892,13.51,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2894,13.52,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2896,13.53,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2898,13.54,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2900,13.55,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2902,13.56,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2904,13.57,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2906,13.58,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2908,13.59,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2910,13.6,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2912,13.61,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2914,13.62,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2916,13.63,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2918,13.64,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2920,13.65,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2922,13.66,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2924,13.67,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2926,13.68,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2928,13.69,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2930,13.7,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2932,13.71,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2934,13.72,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2936,13.73,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2938,13.74,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2940,13.75,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2942,13.76,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2944,13.77,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2946,13.78,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2948,13.79,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2950,13.8,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2952,13.81,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2954,13.82,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2956,13.83,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2958,13.84,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2960,13.85,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2962,13.86,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2964,13.87,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2966,13.88,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2968,13.89,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2970,13.9,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2972,13.91,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2974,13.92,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2976,13.93,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2978,13.94,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2980,13.95,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2982,13.96,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2984,13.97,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2986,13.98,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2988,13.99,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2990,14,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2992,14.01,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2994,14.02,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2996,14.03,,,,,,,,,,,,,,,#VALUE!,#VALUE!
2998,14.04,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3000,14.05,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3002,14.06,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3004,14.07,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3006,14.08,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3008,14.09,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3010,14.1,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3012,14.11,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3014,14.12,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3016,14.13,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3018,14.14,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3020,14.15,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3022,14.16,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3024,14.17,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3026,14.18,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3028,14.19,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3030,14.2,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3032,14.21,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3034,14.22,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3036,14.23,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3038,14.24,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3040,14.25,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3042,14.26,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3044,14.27,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3046,14.28,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3048,14.29,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3050,14.3,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3052,14.31,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3054,14.32,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3056,14.33,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3058,14.34,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3060,14.35,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3062,14.36,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3064,14.37,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3066,14.38,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3068,14.39,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3070,14.4,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3072,14.41,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3074,14.42,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3076,14.43,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3078,14.44,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3080,14.45,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3082,14.46,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3084,14.47,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3086,14.48,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3088,14.49,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3090,14.5,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3092,14.51,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3094,14.52,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3096,14.53,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3098,14.54,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3100,14.55,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3102,14.56,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3104,14.57,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3106,14.58,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3108,14.59,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3110,14.6,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3112,14.61,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3114,14.62,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3116,14.63,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3118,14.64,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3120,14.65,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3122,14.66,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3124,14.67,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3126,14.68,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3128,14.69,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3130,14.7,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3132,14.71,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3134,14.72,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3136,14.73,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3138,14.74,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3140,14.75,,,,,,,,,,,,,,,#VALUE!,#VALUE!
